Rank	Russian	English
10041	болтун	talker, chatterer, gas-bag, windbag, chatterbox, gossip, tattler, addle egg
10042	фразер	
10043	желчно	
10044	ться	
10045	промолчать	to say nothing; to remain quiet
10046	невский	
10047	хлебник	baker
10048	мести	sweep
10049	значиться	be, be mentioned, appear
10050	докторский	Doctorate
10051	фамильярность	liberties, unceremoniousness, familiarity
10052	рдеть	glow
10053	манжета	cuff
10054	перевивать	weave again, interweave, intertwist, intertwine
10055	прочувствовать	
10056	защищаться	defend oneself, protect oneself
10057	мученица	martyr
10058	пустыня	desert, waste, wilderness
10059	предписывать	order, direct, prescribe
10060	сгиб	bend, flexion
10061	навзничь	
10062	литься	flow, stream- pour
10063	фиалка	violet
10064	заметаться	begin to rush about, begin to toss
10065	бред	delirium, gibberish
10066	полночь	midnight
10067	пощадить	spare
10068	поверьте	
10069	мстить	revenge oneself, take vengeance, avenge
10070	молить	pray, entreat, supplicate, implore
10071	посмешище	laughing -stock
10072	начертать	trace, inscribe
10073	невыпрямленный	
10074	мировоззрение	world outlook, ideology, attitude, Weltanschauung
10075	ндть	
10076	выбить	knock out, kick out, beat, stamp
10077	устав	regulations, statutes, charter, service regulations, manual, ustav
10078	вознести	raise high, uplift
10079	подобострастие	servility
10080	охлаждаться	become cool, cool down
10081	отдирать	tear off, rip off
10082	ничком	prone
10083	перелить	
10084	проваливаться	fail
10085	подпрыгнуть	jump up, leap, bob, give a jump
10086	вялость	flabbiness, languor, inertia, listlessness, limpness
10087	потрогать	touch
10088	стиснуть	squeeze
10089	бессмысленность	senselessness, foolishness, inanity, vacancy
10090	заколдованный	bewitched, enchanted, spell-bound
10091	шарить	fumble, rummage
10092	неоднократно	repeatedly, time and again, more than once
10093	раненый	injured man, casualty, wounded man, casualties
10094	слабенький	
10095	сиживать	be in habit of sitting, be wont to sit
10096	глазенки	
10097	непрочность	fragility
10098	размягчение	softening
10099	предчувствовать	
10100	корчиться	writhe, squirm
10101	укачивать	rock to sleep, cause sea-sickness, make sick
10102	молочность	
10103	шикать	hush, hiss
10104	цыпочка	
10105	недостойно	it is unworthy, unworthily, meanly
10106	кашлянуть	to cough
10107	парить	steam, stew, soar, hover
10108	отдернуть	jerk back, draw back quickly, withdraw
10109	олицетворить	
10110	неуместно	
10111	могущество	power, might
10112	подвиг	exploit, feat
10113	целование	
10114	ите	
10115	ю	
10116	наврать	lie, tell lies, make mistakes, slander, tell a pack, a lot, of lies
10117	брызжущий	
10118	поэтически	
10119	порок	vice, defect, flaw
10120	торожный	
10121	скажем	
10122	подостлать	
10123	открывание	
10124	папиросница	cigarette-case
10125	винить	blame, accuse
10126	подступать	approach, come up, come
10127	освобождаться	become free, free oneself, be empty, be vacant
10128	фиктивный	fictitious, fake, sham
10129	пасынок	stepson, stepchild, outcast
10130	привязка	
10131	ввергнуть	fling, plunge
10132	могущественный	powerful, mighty
10133	перевязать	to tie up, cord; to tie up again, cord again
10134	перевязывать	bandage, dress, tie up, cord, tie up again, cord again, bandage again, dress again, knit again, have knitted again
10135	впредь	henceforth, henceforward, in future, for the future, in the future, from this time onward
10136	подводить	let down, do an ill, a bad, turn, fail
10137	зажить	begin to live
10138	посольство	embassy
10139	траур	mourning
10140	цветение	glowering, florescence, blossoming
10141	кощунствовать	blaspheme
10142	допрашивать	interrogate, question, examine
10143	современник	contemporary
10144	говенье	fasting
10145	стояние	standing
10146	отстоять	
10147	шевелить	stir, move
10148	плисовый	velveteen
10149	обшлаг	cuff
10150	алтарь	altar
10151	поманить	beckon, wave, attract, lure, entice, allure
10152	требник	prayer-book
10153	распятие	crucifixion, cross, crucifix
10154	владимирский	
10155	милосердый	
10156	укрепить	strengthen, consolidate, fortify, fix
10157	неприличие	indecency, impropriety, unseemliness
10158	воззреть	
10159	прихожанин	parishioner
10160	девица	girl, unmarried woman, old maid, spinster, damsel
10161	потомство	posterity, descendants
10162	победит	
10163	детище	child, offspring, work, creation
10164	загробный	beyond the grave, sepulchral, funereal, gloomy
10165	благость	
10166	благодатия	
10167	щедрота	
10168	человеколюбие	philanthropy, love of fellow-men
10169	разрешительный	
10170	затащить	wear out, make dirty, drag
10171	кафедра	chair, rostrum, pulpit, department, sub-faculty
10172	растягивать	stretch, wear out, strain, sprain, stretch out, protract, prolong, spin out, drag out
10173	разделение	division
10174	ремесло	trade, handicraft, profession
10175	лось	elk
10176	прудный	
10177	хапилов	
10178	разочаровывать	disappoint
10179	недаром	not for nothing, not without reason, not without purpose
10180	гоголевский	
10181	выпрыгнуть	jump out, leap out
10182	захохотать	burst out laughing, guffaw
10183	берлога	den, lair
10184	пятичасовой	of five hours, five-hour
10185	хаос	chaos, mess
10186	субъект	subject, fellow
10187	полушуточно	
10188	полусерьезно	
10189	услать	send away
10190	троекратно	
10191	заспешить	bustle
10192	предначертание	outline, plan, design
10193	толкаться	push one another, each other, jostle
10194	фон	background
10195	иконостас	iconostasis
10196	икона	icon
10197	паникадило	church-chandelier
10198	подсвечник	candlestick
10199	коврик	rug
10200	хоругвь	gonfalon
10201	купол	cupola, dome, big top
10202	входящий	incoming
10203	запоздать	be late, be behind schedule, lag
10204	умилостивить	propitiate
10205	запоздание	lateness, unpunctuality
10206	поговаривать	talk
10207	ценность	value, valuables, values
